Complaint ID,Customer ID,Product,Complaint Category,Date Filed,Date Resolved,Status,Resolution Time (Days),Sentiment,Region
748717,85901,Personal Safe,Service,24-04-2024,29-04-2024 00:00,Resolved,5,Neutral,Rajasthan
298716,46547,Insurance Plan,Technical Support,09-12-2023,08-01-2024 00:00,Resolved,30,Positive,Madhya Pradesh
669037,34065,Personal Safe,Service,05-01-2024,30-01-2024 00:00,Resolved,25,Neutral,Sikkim
905920,63027,Fitness Tracker,Product Quality,04-05-2024,25-05-2024 00:00,Resolved,21,Neutral,Karnataka
825343,70164,Customer Support Service,Technical Support,12-04-2024,Unresolved,Unresolved,0,Positive,Tamil Nadu
730865,16605,Drone Delivery Service,Delivery,16-05-2024,02-06-2024 00:00,Resolved,17,Neutral,Bihar
499694,93449,Fitness Tracker,Billing,11-11-2023,25-11-2023 00:00,Resolved,14,Neutral,Telangana
616115,33690,Fitness Tracker,Service,16-12-2023,Unresolved,Unresolved,0,Neutral,Nagaland
677549,64867,Cloud Storage,Service,27-11-2023,Unresolved,Unresolved,0,Neutral,Tripura
748064,33126,Digital Scale,Delivery,11-12-2023,26-12-2023 00:00,Resolved,15,Neutral,Assam
123528,48767,Weight Loss Program,Billing,10-01-2024,05-02-2024 00:00,Resolved,26,Neutral,Uttar Pradesh
597392,26112,Home Security System,Technical Support,22-03-2024,16-04-2024 00:00,Resolved,25,Positive,Mizoram
594201,78896,Drone Delivery Service,Service,17-07-2024,03-08-2024 00:00,Resolved,17,Neutral,Uttarakhand
831633,20386,Drone Delivery Service,Service,25-03-2024,05-04-2024 00:00,Resolved,11,Neutral,Jammu and Kashmir
623442,23707,Cloud Storage,Product Quality,08-04-2024,29-04-2024 00:00,Resolved,21,Neutral,West Bengal
449109,67727,Cloud Storage,Delivery,13-04-2024,03-05-2024 00:00,Resolved,20,Neutral,Daman and Diu
553273,23894,Mobile Banking App,Service,24-09-2023,13-10-2023 00:00,Resolved,19,Neutral,Andaman and Nicobar Islands
513649,43568,Cloud Storage,Product Quality,18-08-2024,31-08-2024 00:00,Resolved,13,Neutral,Uttar Pradesh
775603,68819,Personal Safe,Technical Support,14-05-2024,08-06-2024 00:00,Resolved,25,Positive,Chandigarh
602216,59921,Insurance Plan,Delivery,19-01-2024,08-02-2024 00:00,Resolved,20,Neutral,Telangana
364104,58600,Cloud Storage,Delivery,02-11-2023,04-11-2023 00:00,Resolved,2,Neutral,Dadra and Nagar Haveli and Daman and Diu
959755,19491,Cloud Storage,Technical Support,24-10-2023,04-11-2023 00:00,Resolved,11,Positive,Haryana
148623,75917,Cloud Storage,Delivery,04-06-2024,02-07-2024 00:00,Resolved,28,Neutral,Lakshadweep
178304,55472,Home Security System,Technical Support,17-03-2024,29-03-2024 00:00,Resolved,12,Positive,Andaman and Nicobar Islands
593271,44826,Personal Safe,Service,21-06-2024,26-06-2024 00:00,Resolved,5,Neutral,Delhi
451522,29233,Digital Scale,Product Quality,24-11-2023,18-12-2023 00:00,Resolved,24,Neutral,Chandigarh
364976,38040,Fitness Tracker,Technical Support,02-11-2023,Unresolved,Unresolved,0,Positive,Puducherry
513405,86761,Personal Safe,Technical Support,03-07-2024,28-07-2024 00:00,Resolved,25,Positive,Chhattisgarh
276850,16891,Cloud Storage,Service,30-01-2024,16-02-2024 00:00,Resolved,17,Neutral,Jammu and Kashmir
292395,98470,Weight Loss Program,Billing,16-03-2024,15-04-2024 00:00,Resolved,30,Neutral,Rajasthan
225119,26100,Weight Loss Program,Technical Support,02-12-2023,Unresolved,Unresolved,0,Positive,Ladakh
972685,52194,Cloud Storage,Product Quality,20-12-2023,03-01-2024 00:00,Resolved,14,Neutral,Jharkhand
153088,63937,Drone Delivery Service,Service,17-06-2024,28-06-2024 00:00,Resolved,11,Neutral,Goa
831650,98538,Fitness Tracker,Technical Support,25-02-2024,04-03-2024 00:00,Resolved,8,Positive,Maharashtra
351542,54299,Cloud Storage,Technical Support,20-06-2024,21-06-2024 00:00,Resolved,1,Positive,Gujarat
189588,34715,Digital Scale,Delivery,16-08-2024,08-09-2024 00:00,Resolved,23,Neutral,Daman and Diu
965422,43733,Fitness Tracker,Service,02-10-2023,12-10-2023 00:00,Resolved,10,Neutral,Haryana
477617,67875,Fitness Tracker,Delivery,19-11-2023,01-12-2023 00:00,Resolved,12,Neutral,Sikkim
744061,20101,Mobile Banking App,Technical Support,03-10-2023,06-10-2023 00:00,Resolved,3,Positive,Himachal Pradesh
994162,12337,Customer Support Service,Technical Support,09-04-2024,02-05-2024 00:00,Resolved,23,Positive,Arunachal Pradesh
603852,56127,Customer Support Service,Billing,23-06-2024,22-07-2024 00:00,Resolved,29,Neutral,Jharkhand
602096,63743,Fitness Tracker,Technical Support,26-09-2023,Unresolved,Unresolved,0,Positive,Andhra Pradesh
247558,82822,Fitness Tracker,Technical Support,29-04-2024,Unresolved,Unresolved,0,Positive,Karnataka
574326,63553,Weight Loss Program,Service,31-10-2023,24-11-2023 00:00,Resolved,24,Neutral,Tamil Nadu
596870,13705,Customer Support Service,Product Quality,25-12-2023,29-12-2023 00:00,Resolved,4,Neutral,Kerala
433716,33485,Home Security System,Service,31-01-2024,08-02-2024 00:00,Resolved,8,Neutral,Rajasthan
533297,21877,Home Security System,Technical Support,11-12-2023,Unresolved,Unresolved,0,Positive,Madhya Pradesh
761232,56391,Personal Safe,Delivery,20-04-2024,Unresolved,Unresolved,0,Neutral,Punjab
891376,87550,Cloud Storage,Product Quality,29-07-2024,Unresolved,Unresolved,0,Neutral,Maharashtra
507918,40414,Customer Support Service,Service,07-01-2024,15-01-2024 00:00,Resolved,8,Neutral,Goa
381422,40413,Cloud Storage,Billing,04-04-2024,25-04-2024 00:00,Resolved,21,Neutral,Maharashtra
795305,15104,Personal Safe,Delivery,29-06-2024,18-07-2024 00:00,Resolved,19,Neutral,Gujarat
231128,90025,Weight Loss Program,Delivery,20-10-2023,18-11-2023 00:00,Resolved,29,Neutral,Madhya Pradesh
492660,43436,Insurance Plan,Product Quality,09-11-2023,19-11-2023 00:00,Resolved,10,Neutral,Haryana
650878,11553,Drone Delivery Service,Technical Support,18-09-2023,20-09-2023 00:00,Resolved,2,Positive,Bihar
149381,54006,Digital Scale,Technical Support,30-04-2024,Unresolved,Unresolved,0,Positive,Himachal Pradesh
682131,27689,Weight Loss Program,Product Quality,11-08-2024,03-09-2024 00:00,Resolved,23,Neutral,Uttar Pradesh
965337,30762,Fitness Tracker,Service,21-11-2023,Unresolved,Unresolved,0,Neutral,Jharkhand
536548,98958,Insurance Plan,Service,31-05-2024,Unresolved,Unresolved,0,Neutral,Rajasthan
131041,99397,Insurance Plan,Delivery,16-02-2024,26-02-2024 00:00,Resolved,10,Neutral,Karnataka
735266,74243,Weight Loss Program,Delivery,21-06-2024,18-07-2024 00:00,Resolved,27,Neutral,Mizoram
263192,31870,Mobile Banking App,Product Quality,28-09-2023,23-10-2023 00:00,Resolved,25,Neutral,Kerala
799683,99697,Fitness Tracker,Product Quality,25-06-2024,29-06-2024 00:00,Resolved,4,Neutral,Uttar Pradesh
653791,94573,Drone Delivery Service,Service,31-01-2024,16-02-2024 00:00,Resolved,16,Neutral,Madhya Pradesh
451707,10320,Fitness Tracker,Technical Support,10-10-2023,Unresolved,Unresolved,0,Positive,Delhi
105841,98199,Customer Support Service,Product Quality,25-03-2024,18-04-2024 00:00,Resolved,24,Neutral,Maharashtra
390682,52301,Personal Safe,Product Quality,13-12-2023,04-01-2024 00:00,Resolved,22,Neutral,Rajasthan
899948,59990,Insurance Plan,Service,12-07-2024,29-07-2024 00:00,Resolved,17,Neutral,Manipur
290963,56614,Fitness Tracker,Technical Support,20-10-2023,07-11-2023 00:00,Resolved,18,Positive,Madhya Pradesh
702971,96350,Fitness Tracker,Technical Support,21-10-2023,11-11-2023 00:00,Resolved,21,Positive,Meghalaya
962739,41632,Personal Safe,Service,27-02-2024,10-03-2024 00:00,Resolved,12,Neutral,Karnataka
673541,22719,Cloud Storage,Delivery,04-06-2024,10-06-2024 00:00,Resolved,6,Neutral,Mizoram
303384,16962,Cloud Storage,Service,01-09-2023,28-09-2023 00:00,Resolved,27,Neutral,Kerala
645465,16975,Digital Scale,Delivery,02-11-2023,07-11-2023 00:00,Resolved,5,Neutral,Nagaland
345602,66597,Insurance Plan,Product Quality,19-02-2024,26-02-2024 00:00,Resolved,7,Neutral,Sikkim
164896,31691,Drone Delivery Service,Billing,12-03-2024,21-03-2024 00:00,Resolved,9,Neutral,Odisha
741452,93932,Insurance Plan,Product Quality,15-12-2023,21-12-2023 00:00,Resolved,6,Neutral,Madhya Pradesh
913358,69084,Customer Support Service,Billing,02-01-2024,Unresolved,Unresolved,0,Neutral,Punjab
415761,25575,Personal Safe,Technical Support,24-02-2024,03-03-2024 00:00,Resolved,8,Positive,Karnataka
868087,78302,Drone Delivery Service,Service,23-11-2023,10-12-2023 00:00,Resolved,17,Neutral,Rajasthan
773855,48135,Mobile Banking App,Service,13-09-2023,10-10-2023 00:00,Resolved,27,Neutral,Madhya Pradesh
582157,86303,Customer Support Service,Billing,28-04-2024,Unresolved,Unresolved,0,Neutral,Sikkim
532037,92514,Mobile Banking App,Service,13-02-2024,16-02-2024 00:00,Resolved,3,Neutral,Karnataka
432472,64657,Drone Delivery Service,Service,22-11-2023,22-12-2023 00:00,Resolved,30,Neutral,Tamil Nadu
732448,38588,Mobile Banking App,Billing,24-12-2023,Unresolved,Unresolved,0,Neutral,Puducherry
315522,97200,Customer Support Service,Service,25-08-2024,01-09-2024 00:00,Resolved,7,Neutral,Telangana
188919,42146,Customer Support Service,Technical Support,10-10-2023,28-10-2023 00:00,Resolved,18,Positive,Delhi
888015,93030,Mobile Banking App,Billing,14-04-2024,11-05-2024 00:00,Resolved,27,Neutral,Tripura
820299,31159,Personal Safe,Delivery,13-08-2024,17-08-2024 00:00,Resolved,4,Neutral,Lakshadweep
272751,55174,Home Security System,Service,22-09-2023,15-10-2023 00:00,Resolved,23,Neutral,Uttar Pradesh
832807,69925,Personal Safe,Technical Support,02-11-2023,21-11-2023 00:00,Resolved,19,Positive,Dadra and Nagar Haveli and Daman and Diu
910684,34865,Fitness Tracker,Billing,18-08-2024,29-08-2024 00:00,Resolved,11,Neutral,Uttarakhand
820220,86501,Cloud Storage,Product Quality,28-02-2024,04-03-2024 00:00,Resolved,5,Neutral,Chandigarh
295185,93862,Customer Support Service,Delivery,01-09-2023,21-09-2023 00:00,Resolved,20,Neutral,West Bengal
444400,77750,Mobile Banking App,Technical Support,26-07-2024,06-08-2024 00:00,Resolved,11,Positive,Haryana
910277,62171,Mobile Banking App,Billing,25-07-2024,02-08-2024 00:00,Resolved,8,Neutral,Andaman and Nicobar Islands
792947,91730,Drone Delivery Service,Billing,26-01-2024,01-02-2024 00:00,Resolved,6,Neutral,Goa
744045,98470,Personal Safe,Product Quality,09-06-2024,12-06-2024 00:00,Resolved,3,Neutral,Chandigarh
476342,49875,Mobile Banking App,Service,15-11-2023,17-11-2023 00:00,Resolved,2,Neutral,Delhi
467026,33442,Home Security System,Delivery,26-08-2024,02-09-2024 00:00,Resolved,7,Neutral,Dadra and Nagar Haveli and Daman and Diu
784625,53832,Weight Loss Program,Billing,25-12-2023,01-01-2024 00:00,Resolved,7,Neutral,Madhya Pradesh
115642,94704,Insurance Plan,Service,07-02-2024,01-03-2024 00:00,Resolved,23,Neutral,Lakshadweep
408633,55173,Weight Loss Program,Service,22-09-2023,Unresolved,Unresolved,0,Neutral,Andaman and Nicobar Islands
175482,34652,Digital Scale,Product Quality,23-03-2024,02-04-2024 00:00,Resolved,10,Neutral,Delhi
497965,78403,Digital Scale,Technical Support,21-03-2024,31-03-2024 00:00,Resolved,10,Positive,West Bengal
245294,50561,Weight Loss Program,Service,19-05-2024,11-06-2024 00:00,Resolved,23,Neutral,Puducherry
938470,14604,Insurance Plan,Service,04-02-2024,Unresolved,Unresolved,0,Neutral,Tripura
690984,56058,Weight Loss Program,Billing,22-09-2023,18-10-2023 00:00,Resolved,26,Neutral,Jammu and Kashmir
593897,17239,Personal Safe,Delivery,19-08-2024,06-09-2024 00:00,Resolved,18,Neutral,Daman and Diu
880705,98935,Fitness Tracker,Billing,22-08-2024,30-08-2024 00:00,Resolved,8,Neutral,Karnataka
363099,68347,Home Security System,Product Quality,18-09-2023,12-10-2023 00:00,Resolved,24,Neutral,Bihar
496348,40799,Customer Support Service,Service,09-09-2023,26-09-2023 00:00,Resolved,17,Neutral,Kerala
372371,18775,Personal Safe,Delivery,09-06-2024,22-06-2024 00:00,Resolved,13,Neutral,Assam
400264,45334,Home Security System,Billing,06-11-2023,Unresolved,Unresolved,0,Neutral,Madhya Pradesh
947197,55149,Fitness Tracker,Delivery,01-01-2024,28-01-2024 00:00,Resolved,27,Neutral,Manipur
163862,76291,Personal Safe,Technical Support,05-01-2024,08-01-2024 00:00,Resolved,3,Positive,Maharashtra
990873,49434,Customer Support Service,Product Quality,21-05-2024,Unresolved,Unresolved,0,Neutral,Jammu and Kashmir
737725,17133,Digital Scale,Product Quality,07-10-2023,24-10-2023 00:00,Resolved,17,Neutral,Manipur
437155,81312,Insurance Plan,Service,04-07-2024,03-08-2024 00:00,Resolved,30,Neutral,Ladakh
822691,76494,Insurance Plan,Billing,14-09-2023,05-10-2023 00:00,Resolved,21,Neutral,Meghalaya
971815,27320,Cloud Storage,Delivery,19-02-2024,12-03-2024 00:00,Resolved,22,Neutral,West Bengal
956637,44191,Fitness Tracker,Technical Support,31-08-2023,07-09-2023 00:00,Resolved,7,Positive,Mizoram
222981,34184,Cloud Storage,Delivery,16-05-2024,10-06-2024 00:00,Resolved,25,Neutral,Karnataka
471551,87889,Customer Support Service,Delivery,05-07-2024,Unresolved,Unresolved,0,Neutral,Nagaland
959994,93346,Cloud Storage,Service,13-06-2024,04-07-2024 00:00,Resolved,21,Neutral,Delhi
508902,93011,Personal Safe,Billing,05-09-2023,08-09-2023 00:00,Resolved,3,Neutral,Odisha
286528,90906,Home Security System,Product Quality,23-07-2024,18-08-2024 00:00,Resolved,26,Neutral,Lakshadweep
102441,82577,Digital Scale,Service,08-05-2024,06-06-2024 00:00,Resolved,29,Neutral,Punjab
127125,66261,Digital Scale,Delivery,14-09-2023,29-09-2023 00:00,Resolved,15,Neutral,Maharashtra
758898,19772,Mobile Banking App,Delivery,12-02-2024,04-03-2024 00:00,Resolved,21,Neutral,Rajasthan
235893,65895,Drone Delivery Service,Technical Support,02-01-2024,03-01-2024 00:00,Resolved,1,Positive,Kerala
619266,17439,Insurance Plan,Service,18-03-2024,23-03-2024 00:00,Resolved,5,Neutral,Sikkim
268862,99048,Fitness Tracker,Billing,03-07-2024,27-07-2024 00:00,Resolved,24,Neutral,Andhra Pradesh
863856,43236,Fitness Tracker,Technical Support,13-07-2024,03-08-2024 00:00,Resolved,21,Positive,Tamil Nadu
301168,54637,Cloud Storage,Technical Support,22-05-2024,14-06-2024 00:00,Resolved,23,Positive,Arunachal Pradesh
552420,64060,Fitness Tracker,Service,30-05-2024,Unresolved,Unresolved,0,Neutral,Telangana
881446,60252,Customer Support Service,Service,28-03-2024,29-03-2024 00:00,Resolved,1,Neutral,Uttar Pradesh
401012,32140,Fitness Tracker,Delivery,11-01-2024,Unresolved,Unresolved,0,Neutral,Tripura
477641,13752,Drone Delivery Service,Delivery,07-01-2024,26-01-2024 00:00,Resolved,19,Neutral,Lakshadweep
377081,44447,Drone Delivery Service,Service,28-04-2024,Unresolved,Unresolved,0,Neutral,Nagaland
958460,57978,Personal Safe,Product Quality,03-12-2023,14-12-2023 00:00,Resolved,11,Neutral,Daman and Diu
723555,71064,Mobile Banking App,Delivery,06-05-2024,19-05-2024 00:00,Resolved,13,Neutral,Uttarakhand
565433,71931,Digital Scale,Technical Support,05-01-2024,23-01-2024 00:00,Resolved,18,Positive,Chhattisgarh
152812,38669,Digital Scale,Service,08-02-2024,14-02-2024 00:00,Resolved,6,Neutral,West Bengal
334047,60109,Fitness Tracker,Billing,07-07-2024,16-07-2024 00:00,Resolved,9,Neutral,Ladakh
881916,66824,Customer Support Service,Service,24-02-2024,Unresolved,Unresolved,0,Neutral,Andaman and Nicobar Islands
601488,27568,Insurance Plan,Billing,13-07-2024,19-07-2024 00:00,Resolved,6,Neutral,Bihar
628555,71065,Personal Safe,Technical Support,09-10-2023,04-11-2023 00:00,Resolved,26,Positive,Chandigarh
642247,80617,Digital Scale,Service,14-12-2023,18-12-2023 00:00,Resolved,4,Neutral,Uttar Pradesh
868891,68414,Fitness Tracker,Product Quality,11-08-2024,21-08-2024 00:00,Resolved,10,Neutral,Dadra and Nagar Haveli and Daman and Diu
896381,86454,Insurance Plan,Service,07-11-2023,05-12-2023 00:00,Resolved,28,Neutral,Himachal Pradesh
658625,81395,Weight Loss Program,Technical Support,12-06-2024,22-06-2024 00:00,Resolved,10,Positive,Lakshadweep
781504,44772,Home Security System,Service,28-06-2024,Unresolved,Unresolved,0,Neutral,Meghalaya
882308,79498,Drone Delivery Service,Service,09-01-2024,Unresolved,Unresolved,0,Neutral,Delhi
617767,62940,Fitness Tracker,Service,27-05-2024,Unresolved,Unresolved,0,Neutral,Karnataka
119372,65347,Fitness Tracker,Delivery,10-01-2024,07-02-2024 00:00,Resolved,28,Neutral,Puducherry
857182,38803,Drone Delivery Service,Technical Support,09-12-2023,12-12-2023 00:00,Resolved,3,Positive,Delhi
546506,18737,Personal Safe,Service,16-12-2023,13-01-2024 00:00,Resolved,28,Neutral,Jammu and Kashmir
453452,66546,Home Security System,Technical Support,30-03-2024,15-04-2024 00:00,Resolved,16,Positive,Punjab
450050,53993,Mobile Banking App,Delivery,13-09-2023,Unresolved,Unresolved,0,Neutral,Ladakh
577369,31905,Insurance Plan,Technical Support,30-09-2023,03-10-2023 00:00,Resolved,3,Positive,Sikkim
962050,68712,Drone Delivery Service,Technical Support,02-04-2024,02-05-2024 00:00,Resolved,30,Positive,Arunachal Pradesh
612969,92844,Home Security System,Product Quality,10-09-2023,Unresolved,Unresolved,0,Neutral,Gujarat
138805,11907,Personal Safe,Billing,27-04-2024,08-05-2024 00:00,Resolved,11,Neutral,Assam
836576,15618,Mobile Banking App,Product Quality,22-04-2024,13-05-2024 00:00,Resolved,21,Neutral,Puducherry
559546,62996,Insurance Plan,Service,28-06-2024,07-07-2024 00:00,Resolved,9,Neutral,Bihar
139396,28604,Drone Delivery Service,Technical Support,03-10-2023,11-10-2023 00:00,Resolved,8,Positive,Assam
161384,16128,Drone Delivery Service,Product Quality,16-11-2023,23-11-2023 00:00,Resolved,7,Neutral,Chhattisgarh
657265,85710,Digital Scale,Billing,07-10-2023,03-11-2023 00:00,Resolved,27,Neutral,Chandigarh
605228,18920,Weight Loss Program,Technical Support,12-01-2024,24-01-2024 00:00,Resolved,12,Positive,Goa
150546,12762,Insurance Plan,Technical Support,30-03-2024,11-04-2024 00:00,Resolved,12,Positive,Haryana
925349,98523,Mobile Banking App,Delivery,19-11-2023,16-12-2023 00:00,Resolved,27,Neutral,Gujarat
143014,26000,Weight Loss Program,Billing,09-06-2024,24-06-2024 00:00,Resolved,15,Neutral,Madhya Pradesh
170479,53496,Home Security System,Delivery,03-01-2024,23-01-2024 00:00,Resolved,20,Neutral,Haryana
104266,77521,Personal Safe,Billing,02-09-2023,20-09-2023 00:00,Resolved,18,Neutral,Maharashtra
300785,89293,Home Security System,Service,24-04-2024,02-05-2024 00:00,Resolved,8,Neutral,Himachal Pradesh
183285,12896,Home Security System,Service,07-08-2024,Unresolved,Unresolved,0,Neutral,Bihar
214134,47873,Insurance Plan,Delivery,17-01-2024,13-02-2024 00:00,Resolved,27,Neutral,Jharkhand
746234,72393,Mobile Banking App,Billing,16-12-2023,17-12-2023 00:00,Resolved,1,Neutral,Ladakh
664694,83773,Weight Loss Program,Delivery,02-05-2024,20-05-2024 00:00,Resolved,18,Neutral,Karnataka
252599,12905,Digital Scale,Delivery,06-01-2024,08-01-2024 00:00,Resolved,2,Neutral,Arunachal Pradesh
125123,30569,Drone Delivery Service,Service,06-05-2024,12-05-2024 00:00,Resolved,6,Neutral,Kerala
271758,69433,Weight Loss Program,Delivery,10-07-2024,29-07-2024 00:00,Resolved,19,Neutral,Andhra Pradesh
176853,59840,Mobile Banking App,Technical Support,02-07-2024,15-07-2024 00:00,Resolved,13,Positive,Madhya Pradesh
699947,44178,Customer Support Service,Technical Support,02-08-2024,09-08-2024 00:00,Resolved,7,Positive,Mizoram
678523,87500,Mobile Banking App,Delivery,06-12-2023,Unresolved,Unresolved,0,Neutral,Maharashtra
887458,32706,Drone Delivery Service,Billing,16-02-2024,28-02-2024 00:00,Resolved,12,Neutral,Tripura
364236,12661,Drone Delivery Service,Billing,07-04-2024,14-04-2024 00:00,Resolved,7,Neutral,Manipur
628934,58515,Digital Scale,Service,24-10-2023,15-11-2023 00:00,Resolved,22,Neutral,Jharkhand
417671,78431,Drone Delivery Service,Delivery,26-11-2023,Unresolved,Unresolved,0,Neutral,Meghalaya
391080,92186,Mobile Banking App,Technical Support,06-07-2024,10-07-2024 00:00,Resolved,4,Positive,West Bengal
810917,82502,Cloud Storage,Product Quality,08-06-2024,09-06-2024 00:00,Resolved,1,Neutral,Mizoram
112408,32928,Drone Delivery Service,Service,27-09-2023,Unresolved,Unresolved,0,Neutral,Kerala
214732,11823,Customer Support Service,Product Quality,01-06-2024,02-06-2024 00:00,Resolved,1,Neutral,Nagaland
347358,58106,Drone Delivery Service,Billing,25-01-2024,19-02-2024 00:00,Resolved,25,Neutral,Arunachal Pradesh
583478,87256,Customer Support Service,Billing,15-12-2023,18-12-2023 00:00,Resolved,3,Neutral,Odisha
161264,57564,Drone Delivery Service,Service,13-07-2024,19-07-2024 00:00,Resolved,6,Neutral,Dadra and Nagar Haveli and Daman and Diu
410498,75928,Digital Scale,Billing,01-08-2024,25-08-2024 00:00,Resolved,24,Neutral,Punjab
479524,75312,Digital Scale,Service,20-09-2023,19-10-2023 00:00,Resolved,29,Neutral,Daman and Diu
894423,77788,Weight Loss Program,Service,14-05-2024,18-05-2024 00:00,Resolved,4,Neutral,Rajasthan
987452,92435,Digital Scale,Product Quality,17-09-2023,29-09-2023 00:00,Resolved,12,Neutral,Maharashtra
994876,34356,Personal Safe,Technical Support,28-03-2024,02-04-2024 00:00,Resolved,5,Positive,Sikkim
995257,55780,Personal Safe,Delivery,02-10-2023,07-10-2023 00:00,Resolved,5,Neutral,Uttarakhand
780053,85077,Weight Loss Program,Delivery,08-09-2023,10-09-2023 00:00,Resolved,2,Neutral,Tamil Nadu
595389,71057,Personal Safe,Delivery,14-11-2023,30-11-2023 00:00,Resolved,16,Neutral,Uttar Pradesh
692036,86617,Digital Scale,Service,22-02-2024,01-03-2024 00:00,Resolved,8,Neutral,Telangana
932135,88323,Customer Support Service,Billing,29-07-2024,01-08-2024 00:00,Resolved,3,Neutral,Tamil Nadu
333376,45297,Customer Support Service,Service,15-06-2024,30-06-2024 00:00,Resolved,15,Neutral,Tripura
556422,82850,Drone Delivery Service,Technical Support,27-04-2024,Unresolved,Unresolved,0,Positive,Meghalaya
676955,87631,Cloud Storage,Product Quality,08-12-2023,11-12-2023 00:00,Resolved,3,Neutral,Uttar Pradesh
269543,33840,Digital Scale,Billing,06-02-2024,26-02-2024 00:00,Resolved,20,Neutral,Jammu and Kashmir
812714,26560,Drone Delivery Service,Service,30-05-2024,11-06-2024 00:00,Resolved,12,Neutral,Uttarakhand
952176,93400,Weight Loss Program,Delivery,14-03-2024,28-03-2024 00:00,Resolved,14,Neutral,Daman and Diu
978148,67236,Insurance Plan,Billing,16-02-2024,09-03-2024 00:00,Resolved,22,Neutral,West Bengal
927730,55043,Mobile Banking App,Product Quality,17-01-2024,Unresolved,Unresolved,0,Neutral,Gujarat
883210,24968,Drone Delivery Service,Service,15-07-2024,03-08-2024 00:00,Resolved,19,Neutral,Andaman and Nicobar Islands
374939,11233,Fitness Tracker,Product Quality,27-03-2024,18-04-2024 00:00,Resolved,22,Neutral,Rajasthan
800657,22568,Insurance Plan,Technical Support,28-10-2023,03-11-2023 00:00,Resolved,6,Positive,Chandigarh
710548,86389,Customer Support Service,Technical Support,09-10-2023,13-10-2023 00:00,Resolved,4,Positive,Jharkhand
328272,68450,Fitness Tracker,Technical Support,13-04-2024,07-05-2024 00:00,Resolved,24,Positive,Dadra and Nagar Haveli and Daman and Diu
784335,84322,Weight Loss Program,Product Quality,11-08-2024,Unresolved,Unresolved,0,Neutral,Bihar
913991,85278,Fitness Tracker,Service,01-02-2024,14-02-2024 00:00,Resolved,13,Neutral,Lakshadweep
341088,46747,Customer Support Service,Delivery,14-10-2023,24-10-2023 00:00,Resolved,10,Neutral,Haryana
687616,26815,Mobile Banking App,Billing,29-07-2024,26-08-2024 00:00,Resolved,28,Neutral,Delhi
425195,56912,Mobile Banking App,Technical Support,15-06-2024,Unresolved,Unresolved,0,Positive,Telangana
307434,97303,Drone Delivery Service,Product Quality,08-05-2024,22-05-2024 00:00,Resolved,14,Neutral,Puducherry
541577,71597,Digital Scale,Product Quality,10-01-2024,Unresolved,Unresolved,0,Neutral,Chhattisgarh
471066,27275,Fitness Tracker,Product Quality,25-05-2024,27-05-2024 00:00,Resolved,2,Neutral,Jammu and Kashmir
817709,49997,Drone Delivery Service,Product Quality,01-04-2024,17-04-2024 00:00,Resolved,16,Neutral,Chandigarh
429894,63909,Personal Safe,Billing,07-06-2024,26-06-2024 00:00,Resolved,19,Neutral,Ladakh
434883,50219,Customer Support Service,Service,11-04-2024,04-05-2024 00:00,Resolved,23,Neutral,Daman and Diu
837847,81243,Drone Delivery Service,Delivery,27-06-2024,22-07-2024 00:00,Resolved,25,Neutral,Goa
461668,62868,Fitness Tracker,Technical Support,05-01-2024,Unresolved,Unresolved,0,Positive,Maharashtra
749301,68856,Cloud Storage,Product Quality,02-02-2024,22-02-2024 00:00,Resolved,20,Neutral,Gujarat
879800,71819,Mobile Banking App,Service,30-01-2024,11-02-2024 00:00,Resolved,12,Neutral,Madhya Pradesh
860141,94682,Home Security System,Billing,22-02-2024,12-03-2024 00:00,Resolved,19,Neutral,Haryana
797083,77763,Weight Loss Program,Product Quality,07-03-2024,09-03-2024 00:00,Resolved,2,Neutral,Bihar
250059,16324,Weight Loss Program,Billing,08-06-2024,28-06-2024 00:00,Resolved,20,Neutral,Himachal Pradesh
505325,80596,Customer Support Service,Service,10-09-2023,26-09-2023 00:00,Resolved,16,Neutral,Uttar Pradesh
992144,82545,Insurance Plan,Service,15-01-2024,02-02-2024 00:00,Resolved,18,Neutral,Jharkhand
579998,55573,Drone Delivery Service,Billing,16-09-2023,24-09-2023 00:00,Resolved,8,Neutral,Rajasthan
224912,13321,Insurance Plan,Service,09-09-2023,05-10-2023 00:00,Resolved,26,Neutral,Karnataka
703767,22494,Cloud Storage,Technical Support,11-12-2023,28-12-2023 00:00,Resolved,17,Positive,Mizoram
506946,62223,Insurance Plan,Product Quality,03-07-2024,30-07-2024 00:00,Resolved,27,Neutral,Kerala
545167,54629,Insurance Plan,Product Quality,26-02-2024,13-03-2024 00:00,Resolved,16,Neutral,Uttar Pradesh
253269,32195,Drone Delivery Service,Billing,30-09-2023,12-10-2023 00:00,Resolved,12,Neutral,Madhya Pradesh
303414,69529,Mobile Banking App,Product Quality,05-10-2023,Unresolved,Unresolved,0,Neutral,Delhi
921961,69522,Cloud Storage,Delivery,21-02-2024,17-03-2024 00:00,Resolved,25,Neutral,Maharashtra
460292,85990,Mobile Banking App,Billing,13-02-2024,16-02-2024 00:00,Resolved,3,Neutral,Rajasthan
765846,88322,Home Security System,Technical Support,10-05-2024,15-05-2024 00:00,Resolved,5,Positive,Manipur
531284,60165,Digital Scale,Technical Support,11-01-2024,08-02-2024 00:00,Resolved,28,Positive,Madhya Pradesh
